Ubigeo,Distrito,Provincia,Departamento,Poblacion,Superficie,Y,X
120702,Cachicadan,Santiago de Chuco,La Libertad,"8,320",266.5,-8.0917,-78.1467
120703,Mollebamba,Santiago de Chuco,La Libertad,"2,411",69.69,-8.1706,-77.9764
120704,Mollepata,Santiago de Chuco,La Libertad,"2,682",71.2,-8.1908,-77.9558
120705,Quiruvilca,Santiago de Chuco,La Libertad,"14,549",549.14,-8.0025,-78.3108
120706,Santa Cruz de Chuca,Santiago de Chuco,La Libertad,"3,222",165.12,-8.1194,-78.1411
120707,Sitabamba,Santiago de Chuco,La Libertad,"3,367",310.23,-8.0231,-77.7314
120708,Angasmarca,Santiago de Chuco,La Libertad,"7,592",153.45,-8.1331,-78.0547
120801,Ascope,Ascope,La Libertad,"6,676",290.18,-7.7131,-79.1156
120802,Chicama,Ascope,La Libertad,"15,796",870.58,-7.8442,-79.1461
120803,Chocope,Ascope,La Libertad,"9,342",95.73,-7.7914,-79.2225
120804,Santiago de Cao,Ascope,La Libertad,"19,896",154.55,-7.9608,-79.2392
120805,Magdalena de Cao,Ascope,La Libertad,"3,347",163.01,-7.8767,-79.2947
120806,Paijan,Ascope,La Libertad,"26,433",79.69,-7.7319,-79.3019
120807,Razuri,Ascope,La Libertad,"9,358",317.3,-7.7025,-79.4406
120808,Casa Grande,Ascope,La Libertad,"31,875",687.6,-7.7442,-79.1869
120901,Chepen,Chepen,La Libertad,"49,927",287.34,-7.2267,-79.4292
120902,Pacanga,Chepen,La Libertad,"24,913",583.93,-7.1731,-79.4867
120903,Pueblo Nuevo,Chepen,La Libertad,"15,458",271.16,-7.1883,-79.5142
121001,Julcan,Julcan,La Libertad,"11,630",208.49,-8.0439,-78.4881
121002,Carabamba,Julcan,La Libertad,6418,254.28,-8.1108,-78.6092
121003,Calamarca,Julcan,La Libertad,"5,604",207.57,-8.1644,-78.4153
121004,Huaso,Julcan,La Libertad,"7,304",431.05,-8.2233,-78.4158
121101,Cascas,Gran Chimu,La Libertad,"14,386",465.67,-7.4803,-78.8167
121102,Lucma,Gran Chimu,La Libertad,"7,210",280.38,-7.6406,-78.5511
121103,Marmot,Gran Chimu,La Libertad,"2,054",300.25,-7.6981,-78.6256
121104,Sayapullo,Gran Chimu,La Libertad,"7,994",238.47,-7.5964,-78.4681
121201,Viru,Viru,La Libertad,"71,152","1,072.95",-8.4156,-78.7511
121202,Chao,Viru,La Libertad,"42,779","1,736.87",-8.5394,-78.6825
121203,Guadalupito,Viru,La Libertad,"10,166",404.72,-8.9519,-78.6258
130101,Chiclayo,Chiclayo,Lambayeque,"298,467",50.35,-6.7736,-79.8397
130102,Chongoyape,Chiclayo,Lambayeque,"18,101",712,-6.6428,-79.3842
130103,Eten,Chiclayo,Lambayeque,"10,599",84.78,-6.9072,-79.8644
130104,Eten Puerto,Chiclayo,Lambayeque,"2,160",14.48,-6.9269,-79.8664
130105,Lagunas,Chiclayo,Lambayeque,"10,436",429.27,-6.9911,-79.6244
130106,Monsefu,Chiclayo,Lambayeque,"32,314",44.94,-6.8786,-79.8714
130107,Nueva Arica,Chiclayo,Lambayeque,"2,331",208.63,-6.8731,-79.3386
130108,Oyotun,Chiclayo,Lambayeque,"9,879",455.4,-6.8458,-79.2981
130109,Picsi,Chiclayo,Lambayeque,"9,965",56.92,-6.7186,-79.7708
130110,Pimentel,Chiclayo,Lambayeque,"46,075",66.53,-6.8369,-79.9361
130111,Reque,Chiclayo,Lambayeque,"15,386",47.03,-6.8644,-79.8181
130112,Jose Leonardo Ortiz,Chiclayo,Lambayeque,"199,144",28.22,-6.7592,-79.8408
130113,Santa Rosa,Chiclayo,Lambayeque,"13,030",14.09,-6.88,-79.9231
130114,Saña,Chiclayo,Lambayeque,"12,397",313.9,-6.9233,-79.5839
130115,La Victoria,Chiclayo,Lambayeque,"93,069",29.36,-6.7883,-79.8367
130116,Cayalti,Chiclayo,Lambayeque,"15,915",162.86,-6.8917,-79.5617
130117,Patapo,Chiclayo,Lambayeque,"22,843",182.81,-6.7386,-79.6406
130118,Pomalca,Chiclayo,Lambayeque,"25,831",80.35,-6.7667,-79.7728
130119,Pucala,Chiclayo,Lambayeque,"8,958",175.81,-6.78,-79.6122
130120,Tuman,Chiclayo,Lambayeque,"30,713",130.34,-6.7478,-79.7017
130201,Ferreñafe,Ferreñafe,Lambayeque,"35,919",62.18,-6.6394,-79.7911
130202,Incahuasi,Ferreñafe,Lambayeque,"15,733",443.91,-6.2372,-79.315
130203,Cañaris,Ferreñafe,Lambayeque,"14,787",284.88,-6.0447,-79.2647
130204,Pitipo,Ferreñafe,Lambayeque,"24,214",558.18,-6.5664,-79.7808
130205,Pueblo Nuevo,Ferreñafe,Lambayeque,"13,619",28.88,-6.6367,-79.7947
130206,Manuel Antonio Mesones Muro,Ferreñafe,Lambayeque,"4,254",200.57,-6.6456,-79.7361
130301,Lambayeque,Lambayeque,Lambayeque,"79,914",330.73,-6.7006,-79.9072
130302,Chochope,Lambayeque,Lambayeque,"1,122",79.27,-6.1586,-79.6469
130303,Illimo,Lambayeque,Lambayeque,"9,415",24.37,-6.4733,-79.8531
130304,Jayanca,Lambayeque,Lambayeque,"18,039",680.96,-6.3881,-79.8211
130305,Mochumi,Lambayeque,Lambayeque,"19,467",103.7,-6.5467,-79.8647
130306,Morrope,Lambayeque,Lambayeque,"47,455","1,041.66",-6.54,-80.0128
130307,Motupe,Lambayeque,Lambayeque,"26,985",557.37,-6.1536,-79.7153
130308,Olmos,Lambayeque,Lambayeque,"41,587","5,583.47",-5.9883,-79.75
130309,Pacora,Lambayeque,Lambayeque,"7,299",87.79,-6.4275,-79.84
130310,Salas,Lambayeque,Lambayeque,13056,991.8,-6.2736,-79.6044
130311,San Jose,Lambayeque,Lambayeque,"16,851",46.73,-6.7703,-79.9686
130312,Tucume,Lambayeque,Lambayeque,"23,288",67,-6.5097,-79.8594
140101,Lima,Lima,Lima,"269,858",21.98,-12.0467,-77.0322
140102,Ancon,Lima,Lima,"42,124",285.45,-11.7764,-77.1703
140103,Ate,Lima,Lima,"672,160",77.72,-12.0256,-76.9242
140104,Breña,Lima,Lima,"75,882",3.22,-12.0567,-77.0536
140105,Carabayllo,Lima,Lima,"322,936",303.31,-11.8583,-77.0419
140106,Comas,Lima,Lima,"545,685",48.75,-11.95,-77.05
140107,Chaclacayo,Lima,Lima,"44,890",39.5,-11.9783,-76.7642
140108,Chorrillos,Lima,Lima,"341,322",38.94,-12.1742,-77.0247
140109,La Victoria,Lima,Lima,"169,270",8.74,-12.0653,-77.0308
140110,La Molina,Lima,Lima,"182,603",65.75,-12.0875,-76.9339
140111,Lince,Lima,Lima,"49,833",3.03,-12.0811,-77.0306
140112,Lurigancho,Lima,Lima,"232,902",236.47,-11.9372,-76.7036
140113,Lurin,Lima,Lima,"90,818",180.26,-12.2686,-76.8847
140114,Magdalena del Mar,Lima,Lima,"55,786",3.61,-12.0967,-77.0747
140115,Miraflores,Lima,Lima,"82,898",9.62,-12.1175,-77.0453
140116,Pachacamac,Lima,Lima,"139,067",160.23,-12.2286,-76.8597
140117,Pueblo Libre,Lima,Lima,"77,322",4.38,-12.0733,-77.0631
140118,Pucusana,Lima,Lima,"18,284",37.39,-12.4825,-76.7964
140119,Puente Piedra,Lima,Lima,"378,910",72.81,-11.8464,-77.1058
140120,Punta Hermosa,Lima,Lima,"8,104",119.5,-12.3375,-76.8258
140121,Punta Negra,Lima,Lima,"8,500",130.5,-12.3661,-76.7947
140122,Rimac,Lima,Lima,"165,451",11.87,-12.0294,-77.0436
140123,San Bartolo,Lima,Lima,"8,200",45.01,-12.3883,-76.7806
140124,San Isidro,Lima,Lima,"54,298",11.1,-12.0989,-77.0344
140125,Barranco,Lima,Lima,"29,424",3.33,-12.1494,-77.0247
140126,San Martin de Porres,Lima,Lima,"741,417",36.82,-12.0303,-77.0469
140127,San Miguel,Lima,Lima,"139,399",10.72,-12.09,-77.0864
140128,Santa Maria del Mar,Lima,Lima,"1,721",9.81,-12.4092,-76.7758
140129,Santa Rosa,Lima,Lima,"20,112",21.35,-11.7983,-77.1775
140130,Santiago de Surco,Lima,Lima,"363,183",35.89,-12.1506,-77.0078
140131,Surquillo,Lima,Lima,"92,908",3.46,-12.1136,-77.0081
140132,Villa Maria del Triunfo,Lima,Lima,"473,036",70.57,-12.1572,-76.9528
140133,Jesus Maria,Lima,Lima,"72,804",4.57,-12.0697,-77.045
140134,Independencia,Lima,Lima,"223,827",14.56,-12.0008,-77.0522
140135,El Agustino,Lima,Lima,"198,366",12.54,-12.0433,-76.9986
140136,San Juan de Miraflores,Lima,Lima,"422,389",22.97,-12.1589,-76.9722
140137,San Juan de Lurigancho,Lima,Lima,"1,156,300",131.25,-12.0244,-77.0025
140138,San Luis,Lima,Lima,"59,377",3.49,-12.0728,-76.9975
140139,Cieneguilla,Lima,Lima,50486,240.33,-12.1178,-76.8125
140140,San Borja,Lima,Lima,"114,479",9.96,-12.1078,-76.9989
140141,Villa El Salvador,Lima,Lima,"489,583",35.46,-12.2164,-76.9433
140142,Los Olivos,Lima,Lima,"390,742",18.25,-11.9828,-77.0694
140143,Santa Anita,Lima,Lima,242026,10.69,-12.0433,-76.985
140201,Cajatambo,Cajatambo,Lima,"2,260",567.96,-10.4722,-76.9939
140205,Copa,Cajatambo,Lima,803,212.16,-10.3856,-77.0789
140206,Gorgor,Cajatambo,Lima,"2,774",309.95,-10.6214,-77.0389
140207,Huancapon,Cajatambo,Lima,982,146.1,-10.5483,-77.1128
140208,Manas,Cajatambo,Lima,982,279.04,-10.5953,-77.1669
140301,Canta,Canta,Lima,"2,900",123.09,-11.4675,-76.6231
140302,Arahuay,Canta,Lima,796,134.29,-11.6222,-76.6731
140303,Huamantanga,Canta,Lima,"1,349",488.09,-11.4997,-76.7489
140304,Huaros,Canta,Lima,785,333.45,-11.4058,-76.5761
140305,Lachaqui,Canta,Lima,904,137.87,-11.5567,-76.6244
140306,San Buenaventura,Canta,Lima,567,106.26,-11.4897,-76.6631
140307,Santa Rosa de Quives,Canta,Lima,"8,388",408.11,-11.6928,-76.8444
140401,San Vicente de Cañete,Cañete,Lima,"58,091",513.15,-13.0825,-76.3883
140402,Calango,Cañete,Lima,"2,434",530.89,-12.5256,-76.5433
140403,Cerro Azul,Cañete,Lima,"8,489",105.08,-13.0267,-76.4794
140404,Coayllo,Cañete,Lima,"1,097",590.99,-12.7258,-76.4606
140405,Chilca,Cañete,Lima,"16,350",475.47,-12.5172,-76.7361
140406,Imperial,Cañete,Lima,"41,037",53.16,-13.0608,-76.35
140407,Lunahuana,Cañete,Lima,"4,921",500.33,-12.9597,-76.1392
140408,Mala,Cañete,Lima,"35,929",129.31,-12.6553,-76.63
140409,Nuevo Imperial,Cañete,Lima,"24,623",329.3,-13.0742,-76.3158
140410,Pacaran,Cañete,Lima,"1,842",258.72,-12.8636,-76.0519
140411,Quilmana,Cañete,Lima,"15,823",437.4,-12.95,-76.3828
140412,San Antonio,Cañete,Lima,"4,371",37.15,-12.6431,-76.65
140413,San Luis,Cañete,Lima,"13,420",38.53,-13.0508,-76.4294
140414,Santa Cruz de Flores,Cañete,Lima,"2,898",100.06,-12.6194,-76.6397
140415,Zuñiga,Cañete,Lima,"1,912",198.01,-12.8581,-76.0225
140416,Asia,Cañete,Lima,"9,902",277.36,-12.7789,-76.5572
140501,Huacho,Huaura,Lima,"60,196",717.02,-11.1069,-77.61
140502,Ambar,Huaura,Lima,"2,761",929.68,-10.7572,-77.2694
140504,Caleta de Carquin,Huaura,Lima,"7,055",2.04,-11.0917,-77.6278
140505,Checras,Huaura,Lima,"1,864",166.37,-10.935,-76.8336
140506,Hualmay,Huaura,Lima,"29,448",5.81,-11.1014,-77.61
140507,Huaura,Huaura,Lima,"36,793",484.43,-11.0692,-77.6003
140508,Leoncio Prado,Huaura,Lima,"2,004",300.13,-11.0586,-76.9308
140509,Paccho,Huaura,Lima,"2,225",229.25,-10.9567,-76.9336
140511,Santa Leonor,Huaura,Lima,"1,462",375.49,-10.9483,-76.7447
140512,Santa Maria,Huaura,Lima,"35,132",127.51,-11.0883,-77.5883
140513,Sayan,Huaura,Lima,"24,941","1,310.77",-11.1364,-77.1917
140516,Vegueta,Huaura,Lima,"23,091",253.7,-11.0225,-77.6425
140601,Matucana,Huarochiri,Lima,"3,584",179.44,-11.8458,-76.3878
140602,Antioquia,Huarochiri,Lima,"1,246",387.98,-12.0814,-76.5133
140603,Callahuanca,Huarochiri,Lima,"4,357",57.47,-11.8275,-76.6203
140604,Carampoma,Huarochiri,Lima,"1,907",234.21,-11.6561,-76.5181
140605,San Pedro de Casta,Huarochiri,Lima,"1,325",79.91,-11.7583,-76.5989
140606,Cuenca,Huarochiri,Lima,397,60.02,-12.1336,-76.4378
140607,Chicla,Huarochiri,Lima,"7,881",244.1,-11.7078,-76.2711
140608,Huanza,Huarochiri,Lima,"2,851",227.01,-11.6561,-76.5069
140609,Huarochiri,Huarochiri,Lima,"1,251",249.09,-12.1381,-76.2344
140610,Lahuaytambo,Huarochiri,Lima,651,81.88,-12.0969,-76.3911
140611,Langa,Huarochiri,Lima,822,80.99,-12.1253,-76.4233
140612,Mariatana,Huarochiri,Lima,"1,325",168.63,-12.2378,-76.3261
140613,Ricardo Palma,Huarochiri,Lima,"6,358",34.59,-11.925,-76.6617
140614,San Andres de Tupicocha,Huarochiri,Lima,"1,272",83.35,-12.0008,-76.4778
140615,San Antonio,Huarochiri,Lima,"5,785",563.59,-11.7439,-76.6519
140616,San Bartolome,Huarochiri,Lima,"2,409",43.91,-11.9114,-76.5275
140617,San Damian,Huarochiri,Lima,"1,137",343.22,-12.0178,-76.3936
140618,Sangallaya,Huarochiri,Lima,569,81.92,-12.1606,-76.2297
140619,San Juan de Tantaranche,Huarochiri,Lima,477,137.16,-12.1136,-76.185
140620,San Lorenzo de Quinti,Huarochiri,Lima,"1,547",467.58,-12.1453,-76.2133
140621,San Mateo,Huarochiri,Lima,"5,120",425.6,-11.7589,-76.3031
140622,San Mateo de Otao,Huarochiri,Lima,"1,599",123.91,-11.8686,-76.5475
140623,San Pedro de Huancayre,Huarochiri,Lima,248,41.75,-12.1311,-76.2186
140624,Santa Cruz de Cocachacra,Huarochiri,Lima,"2,541",41.5,-11.9108,-76.5406
140625,Santa Eulalia,Huarochiri,Lima,"12,476",111.12,-11.9106,-76.6656
140626,Santiago de Anchucaya,Huarochiri,Lima,526,94.01,-12.0961,-76.2325
140627,Santiago de Tuna,Huarochiri,Lima,762,54.25,-11.985,-76.5275
140628,Santo Domingo de los Olleros,Huarochiri,Lima,"5,026",552.32,-12.2203,-76.5161
140629,Surco,Huarochiri,Lima,"1,973",102.58,-11.885,-76.4425
140630,Huachupampa,Huarochiri,Lima,"3,003",76.02,-11.7228,-76.59
140631,Laraos,Huarochiri,Lima,"2,452",104.51,-11.6647,-76.5422
140632,San Juan de Iris,Huarochiri,Lima,"1,891",124.31,-11.6847,-76.5275
140701,Yauyos,Yauyos,Lima,"2,905",327.17,-12.46,-75.9217
140702,Alis,Yauyos,Lima,"1,233",142.06,-12.2803,-75.7864
140703,Ayauca,Yauyos,Lima,"2,293",438.79,-12.5922,-76.0367
140704,Ayaviri,Yauyos,Lima,675,238.83,-12.3825,-76.1389
140705,Azangaro,Yauyos,Lima,519,79.84,-12.9994,-75.8367
140706,Cacra,Yauyos,Lima,383,213.79,-12.8119,-75.7828
140707,Carania,Yauyos,Lima,378,122.13,-12.3444,-75.8717
140708,Cochas,Yauyos,Lima,449,27.73,-12.2964,-76.1589
140709,Colonia,Yauyos,Lima,"1,288",323.96,-12.6319,-75.8906
140710,Chocos,Yauyos,Lima,"1,236",213.37,-12.9133,-75.8631
140711,Huampara,Yauyos,Lima,175,54.03,-12.3608,-76.1661
140712,Huancaya,Yauyos,Lima,"1,424",283.6,-12.2028,-75.7992
140713,Huangascar,Yauyos,Lima,549,50.46,-12.8997,-75.8311
140714,Huantan,Yauyos,Lima,943,516.35,-12.4572,-75.8106
140715,Huañec,Yauyos,Lima,485,37.54,-12.2939,-76.1386
140716,Laraos,Yauyos,Lima,725,402.85,-12.3456,-75.7856
140717,Lincha,Yauyos,Lima,966,221.22,-12.8,-75.6658
140718,Miraflores,Yauyos,Lima,447,226.24,-12.2747,-75.8536
140719,Omas,Yauyos,Lima,562,295.35,-12.5172,-76.2903
140720,Quinches,Yauyos,Lima,961,113.33,-12.3075,-76.1422
140721,Quinocay,Yauyos,Lima,530,153.13,-12.3642,-76.2264
140722,San Joaquin,Yauyos,Lima,452,41.24,-12.2844,-76.1464
140723,San Pedro de Pilas,Yauyos,Lima,364,97.39,-12.4544,-76.2267
140724,Tanta,Yauyos,Lima,504,347.15,-12.1214,-76.0122
140725,Tauripampa,Yauyos,Lima,405,530.86,-12.6156,-76.16
140726,Tupe,Yauyos,Lima,648,321.15,-12.7403,-75.8089
140727,Tomas,Yauyos,Lima,"1,151",297.93,-12.2372,-75.7461
140728,Viñac,Yauyos,Lima,"1,906",165.23,-12.9311,-75.7794
140729,Vitis,Yauyos,Lima,665,101.79,-12.2236,-75.8069
140730,Hongos,Yauyos,Lima,388,103.8,-12.8108,-75.7647
140731,Madean,Yauyos,Lima,804,220.72,-12.945,-75.7775
140732,Putinza,Yauyos,Lima,489,66.44,-12.6689,-75.9494
140733,Catahuasi,Yauyos,Lima,943,123.86,-12.8003,-75.8911
140801,Huaral,Huaral,Lima,"104,610",640.76,-11.4914,-77.2053
140802,Atavillos Alto,Huaral,Lima,626,347.69,-11.2331,-76.6561
140803,Atavillos Bajo,Huaral,Lima,"1,135",164.89,-11.3533,-76.8231
140804,Aucallama,Huaral,Lima,"20,446",729.41,-11.5592,-77.1744
140805,Chancay,Huaral,Lima,"65,014",150.11,-11.5669,-77.2658
140806,Ihuari,Huaral,Lima,"2,344",467.67,-11.1889,-76.9519
140807,Lampian,Huaral,Lima,389,144.97,-11.2369,-76.8386
140808,Pacaraos,Huaral,Lima,385,294.04,-11.1833,-76.6464
140809,San Miguel de Acos,Huaral,Lima,777,48.16,-11.2736,-76.8214
140810,Veintisiete de Noviembre,Huaral,Lima,414,204.27,-11.1919,-76.7786
140811,Santa Cruz de Andamarca,Huaral,Lima,"1,469",216.92,-11.1947,-76.6336
140812,Sumbilca,Huaral,Lima,948,259.38,-11.4072,-76.8194
140901,Barranca,Barranca,Lima,"73,485",158.82,-10.7564,-77.7603
140902,Paramonga,Barranca,Lima,"22,373",408.59,-10.6742,-77.8197
140903,Pativilca,Barranca,Lima,"20,032",278.64,-10.6961,-77.7792
140904,Supe,Barranca,Lima,"23,345",512.92,-10.7992,-77.7133
140905,Supe Puerto,Barranca,Lima,"11,898",11.51,-10.8003,-77.7447
141001,Oyon,Oyon,Lima,"15,066",890.43,-10.6692,-76.7728
141002,Navan,Oyon,Lima,"1,235",227.16,-10.8353,-77.0122
141003,Caujul,Oyon,Lima,"1,076",105.5,-10.8053,-76.9786
141004,Andajes,Oyon,Lima,"1,058",148.18,-10.7914,-76.91
141005,Pachangara,Oyon,Lima,"3,485",252.05,-10.8125,-76.8744
141006,Cochamarca,Oyon,Lima,"1,653",265.55,-10.8617,-77.1278
150101,Iquitos,Maynas,Loreto,"151,072",358.15,-3.7497,-73.2619
150102,Alto Nanay,Maynas,Loreto,"3,064","14,290.81",-3.8869,-73.7003
150103,Fernando Lores,Maynas,Loreto,"20,646","4,476.19",-4.0064,-73.1525
150104,Las Amazonas,Maynas,Loreto,"9,926","6,593.64",-3.4136,-72.7689
150105,Mazan,Maynas,Loreto,"14,057","9,884.28",-3.4978,-73.1142
150106,Napo,Maynas,Loreto,"16,695","24,049.95",-2.4936,-73.6806
150107,Putumayo,Maynas,Loreto,"4,341","10,886.41",-2.4497,-72.6556
150108,Torres Causana,Maynas,Loreto,"5,238","6,795.14",-0.9642,-75.1814
150110,Indiana,Maynas,Loreto,"11,273","3,297.76",-3.4983,-73.0444
150111,Punchana,Maynas,Loreto,"94,201","1,573.39",-3.7289,-73.2447
150112,Belen,Maynas,Loreto,"77,641",632.8,-3.7644,-73.2444
150113,San Juan Bautista,Maynas,Loreto,"161,819","3,117.05",-3.7742,-73.2864
150114,Teniente Manuel Clavero,Maynas,Loreto,"5,926","9,488.52",-0.3783,-74.6753
150201,Yurimaguas,Alto Amazonas,Loreto,"74,047","2,187.67",-5.8944,-76.1094
150202,Balsapuerto,Alto Amazonas,Loreto,"18,042","2,954.17",-5.8314,-76.5597
150205,Jeberos,Alto Amazonas,Loreto,"5,453","4,253.68",-5.2939,-76.2836
150206,Lagunas,Alto Amazonas,Loreto,"14,584","5,929.16",-5.23,-75.6775
150210,Santa Cruz,Alto Amazonas,Loreto,"4,535","2,222.31",-5.5125,-75.8572
150211,Teniente Cesar Lopez Rojas,Alto Amazonas,Loreto,"6,743","1,292.03",-6.0272,-75.8742
150301,Nauta,Loreto,Loreto,"30,631","6,672.35",-4.4567,-73.5261
150302,Parinari,Loreto,Loreto,"7,331","12,934.74",-4.56,-74.4844
150303,Tigre,Loreto,Loreto,"8,664","19,785.70",-3.5503,-74.6903
150304,Urarinas,Loreto,Loreto,"15,270","15,434.46",-4.5333,-74.7597
150305,Trompeteros,Loreto,Loreto,"11,196","12,246.01",-3.8028,-75.0597
150401,Requena,Requena,Loreto,"31,004","3,038.56",-5.0589,-73.8525
150402,Alto Tapiche,Requena,Loreto,"2,139","9,013.80",-6.0256,-74.0908
150403,Capelo,Requena,Loreto,"4,564",842.37,-5.4072,-74.1592
150404,Emilio San Martin,Requena,Loreto,"7,637","4,572.56",-5.7936,-74.2864
150405,Maquia,Requena,Loreto,"8,508","4,792.06",-5.7892,-74.5503
150406,Puinahua,Requena,Loreto,"6,170","6,149.49",-5.2533,-74.3433
150407,Saquena,Requena,Loreto,"5,025","2,081.42",-4.7261,-73.5333
150408,Soplin,Requena,Loreto,707,"4,711.38",-6.005,-73.6911
150409,Tapiche,Requena,Loreto,"1,245","2,014.23",-5.6644,-74.1886
150410,Jenaro Herrera,Requena,Loreto,"5,754","1,517.43",-4.9053,-73.6728
150411,Yaquerana,Requena,Loreto,3090,"10,947.16",-5.1494,-72.8761
150501,Contamana,Ucayali,Loreto,"28,098","10,675.13",-7.325,-75.0414
150502,Vargas Guerra,Ucayali,Loreto,"9,125","1,846.49",-6.9094,-75.1594
150503,Padre Marquez,Ucayali,Loreto,"7,901","2,475.66",-7.9444,-74.8403
150504,Pampa Hermosa,Ucayali,Loreto,"11,081","7,346.98",-7.195,-75.2969
150505,Sarayacu,Ucayali,Loreto,"16,913","6,303.17",-6.3958,-75.1178
150506,Inahuaya,Ucayali,Loreto,"2,751",646.04,-7.1164,-75.2667
150601,Ramon Castilla,Mariscal Ramon Castilla,Loreto,"25,020","7,163.07",-3.9078,-70.5178
150602,Pebas,Mariscal Ramon Castilla,Loreto,"17,653","11,048.35",-3.3192,-71.8631
150603,Yavari,Mariscal Ramon Castilla,Loreto,"16,315","13,807.54",-4.3567,-70.0408
150604,San Pablo,Mariscal Ramon Castilla,Loreto,"16,675","5,045.58",-4.0164,-71.1022
150701,Barranca,Datem del Marañon,Loreto,"14,043","7,235.53",-4.8219,-76.5642
150702,Andoas,Datem del Marañon,Loreto,"12,869","11,540.66",-3.475,-76.4344
150703,Cahuapanas,Datem del Marañon,Loreto,"8,639","4,685.11",-5.2711,-76.9858
150704,Manseriche,Datem del Marañon,Loreto,"10,707","3,493.77",-4.565,-77.4183
150705,Morona,Datem del Marañon,Loreto,"13,609","10,776.95",-4.3247,-77.2147
150706,Pastaza,Datem del Marañon,Loreto,"6,496","8,908.91",-4.6442,-76.5981
160101,Tambopata,Tambopata,Madre de Dios,"84,207","22,218.56",-12.5972,-69.1875
160102,Inambari,Tambopata,Madre de Dios,"10,818","4,256.82",-13.1,-70.3678
160103,Las Piedras,Tambopata,Madre de Dios,"6,101","7,032.21",-12.2781,-69.1536
160104,Laberinto,Tambopata,Madre de Dios,"5,329","2,760.90",-12.7172,-69.59
160201,Manu,Manu,Madre de Dios,"3,321","8,166.65",-12.8381,-71.3633
160202,Fitzcarrald,Manu,Madre de Dios,"1,641","10,955.29",-12.2678,-70.9336
160203,Madre de Dios,Manu,Madre de Dios,"13,835","7,234.81",-12.6181,-70.3936
160204,Huepetuhe,Manu,Madre de Dios,"6,802","1,478.42",-12.9975,-70.5336
160301,Iñapari,Tahuamanu,Madre de Dios,"1,659","14,853.66",-10.9544,-69.5814
160302,Iberia,Tahuamanu,Madre de Dios,"9,486","2,549.32",-11.4072,-69.4889
160303,Tahuamanu,Tahuamanu,Madre de Dios,"3,658","3,793.90",-11.455,-69.3214
170101,Moquegua,Mariscal Nieto,Moquegua,"59,387","3,949.04",-17.195,-70.9369
170102,Carumas,Mariscal Nieto,Moquegua,"5,805","2,256.31",-16.8106,-70.6953
170103,Cuchumbaya,Mariscal Nieto,Moquegua,"2,228",67.58,-16.7525,-70.6878
170104,San Cristobal,Mariscal Nieto,Moquegua,"4,190",542.73,-16.7406,-70.6831
170105,Torata,Mariscal Nieto,Moquegua,"5,784","1,793.37",-17.0767,-70.8442
170106,Samegua,Mariscal Nieto,Moquegua,"6,581",62.55,-17.1797,-70.9008
170201,Omate,General Sanchez Cerro,Moquegua,"4,661",250.64,-16.6739,-70.9719
170202,Coalaque,General Sanchez Cerro,Moquegua,"1,104",247.58,-16.6486,-71.0239
170203,Chojata,General Sanchez Cerro,Moquegua,"2,685",847.94,-16.3894,-70.7286
170204,Ichuña,General Sanchez Cerro,Moquegua,"5,048","1,017.74",-16.1411,-70.5392
170205,La Capilla,General Sanchez Cerro,Moquegua,"2,326",776.04,-16.7581,-71.1767
170206,Lloque,General Sanchez Cerro,Moquegua,"2,087",254.45,-16.3239,-70.7381
170207,Matalaque,General Sanchez Cerro,Moquegua,"1,236",557.23,-16.4819,-70.8278
170208,Puquina,General Sanchez Cerro,Moquegua,"2,469",550.99,-16.6211,-71.1842
170209,Quinistaquillas,General Sanchez Cerro,Moquegua,"1,487",193.79,-16.7486,-70.8808
170210,Ubinas,General Sanchez Cerro,Moquegua,"3,714",874.57,-16.3856,-70.8581
170211,Yunga,General Sanchez Cerro,Moquegua,"2,514",110.74,-16.1964,-70.6814
170301,Ilo,Ilo,Moquegua,"69,079",295.51,-17.6444,-71.345
170302,El Algarrobal,Ilo,Moquegua,332,747,-17.6228,-71.2703
170303,Pacocha,Ilo,Moquegua,"3,319",338.08,-17.6161,-71.34
180101,Chaupimarca,Pasco,Pasco,"25,724",6.66,-10.6828,-76.2556
180103,Huachon,Pasco,Pasco,"4,762",846.3,-10.6378,-75.9522
180104,Huariaca,Pasco,Pasco,"8,278",133.07,-10.4428,-76.1889
180105,Huayllay,Pasco,Pasco,"11,564","1,026.87",-11.0044,-76.3681
180106,Ninacaca,Pasco,Pasco,"3,297",508.92,-10.8617,-76.1131
180107,Pallanchacra,Pasco,Pasco,"5,040",73.69,-10.4147,-76.2356
180108,Paucartambo,Pasco,Pasco,"25,070",782.19,-10.7731,-75.8128
180109,San Francisco de Asis de Yarusyacan,Pasco,Pasco,"9,518",117.7,-10.4914,-76.1964
180110,Simon Bolivar,Pasco,Pasco,"11,404",697.15,-10.6897,-76.3175
180111,Ticlacayan,Pasco,Pasco,"14,863",748.43,-10.5344,-76.1625
180112,Tinyahuarco,Pasco,Pasco,"6,346",94.49,-10.7689,-76.2733
180113,Vicco,Pasco,Pasco,"2,173",173.3,-10.8414,-76.2375
180114,Yanacancha,Pasco,Pasco,"30,792",165.11,-10.6689,-76.2556
180201,Yanahuanca,Daniel Alcides Carrion,Pasco,"12,963",921.06,-10.4925,-76.5169
180202,Chacayan,Daniel Alcides Carrion,Pasco,"4,439",198.58,-10.435,-76.4383
