Ubigeo,Distrito,Provincia,Departamento,Poblacion,Superficie,Y,X
050715,Asquipata,Victor Fajardo,Ayacucho,444,70.72,-14.0536,-73.9094
050801,Sancos,Huanca Sancos,Ayacucho,"3,632","1,289.70",-13.9192,-74.3339
050802,Sacsamarca,Huanca Sancos,Ayacucho,"1,637",673.03,-13.9464,-74.315
050803,Santiago de Lucanamarca,Huanca Sancos,Ayacucho,"2,683",658.26,-13.8433,-74.3722
050804,Carapo,Huanca Sancos,Ayacucho,"2,543",241.34,-13.8375,-74.3147
050901,Vilcas Huaman,Vilcas Huaman,Ayacucho,"8,545",216.89,-13.6533,-73.9528
050902,Vischongo,Vilcas Huaman,Ayacucho,"4,828",268.87,-13.5881,-73.9983
050903,Accomarca,Vilcas Huaman,Ayacucho,939,82.43,-13.8003,-73.9033
050904,Carhuanca,Vilcas Huaman,Ayacucho,"1,018",56.91,-13.7425,-73.7892
050905,Concepcion,Vilcas Huaman,Ayacucho,"3,193",215.03,-13.5322,-73.875
050906,Huambalpa,Vilcas Huaman,Ayacucho,2206,150.76,-13.7494,-73.9339
050907,Saurama,Vilcas Huaman,Ayacucho,"1,297",95.15,-13.695,-73.7622
050908,Independencia,Vilcas Huaman,Ayacucho,"1,583",85.28,-13.8581,-73.8878
051001,Pausa,Paucar del Sara Sara,Ayacucho,"2,845",242.78,-15.2806,-73.3433
051002,Colta,Paucar del Sara Sara,Ayacucho,"1,179",277.29,-15.1631,-73.2939
051003,Corculla,Paucar del Sara Sara,Ayacucho,445,97.05,-15.2617,-73.2
051004,Lampa,Paucar del Sara Sara,Ayacucho,"2,590",289.45,-15.1847,-73.3472
051005,Marcabamba,Paucar del Sara Sara,Ayacucho,786,122.53,-15.1492,-73.3436
051006,Oyolo,Paucar del Sara Sara,Ayacucho,"1,226",820.13,-15.1797,-73.1881
051007,Pararca,Paucar del Sara Sara,Ayacucho,669,57.91,-15.2169,-73.4653
051008,San Javier de Alpabamba,Paucar del Sara Sara,Ayacucho,551,92.87,-15.0539,-73.3103
051009,San Jose de Ushua,Paucar del Sara Sara,Ayacucho,179,17.33,-15.2242,-73.2258
051010,Sara Sara,Paucar del Sara Sara,Ayacucho,735,79.58,-15.2458,-73.4514
051101,Querobamba,Sucre,Ayacucho,"2,792",275.65,-14.0136,-73.8408
051102,Belen,Sucre,Ayacucho,772,41.46,-13.8094,-73.7578
051103,Chalcos,Sucre,Ayacucho,635,58.43,-13.8478,-73.7533
051104,San Salvador de Quije,Sucre,Ayacucho,"1,679",144.63,-13.9703,-73.7314
051105,Paico,Sucre,Ayacucho,837,79.65,-14.0386,-73.6433
051106,Santiago de Paucaray,Sucre,Ayacucho,724,62.65,-14.0444,-73.6372
051107,San Pedro de Larcay,Sucre,Ayacucho,"1,053",310.07,-14.1697,-73.5758
051108,Soras,Sucre,Ayacucho,"1,331",357.97,-14.1153,-73.6056
051109,Huacaña,Sucre,Ayacucho,694,132.73,-14.1728,-73.8864
051110,Chilcayoc,Sucre,Ayacucho,568,33.06,-13.8825,-73.7275
051111,Morcolla,Sucre,Ayacucho,"1,035",289.34,-14.1097,-73.8736
060101,Cajamarca,Cajamarca,Cajamarca,"251,097",382.74,-7.1564,-78.5153
060102,Asuncion,Cajamarca,Cajamarca,"13,508",210.18,-7.3233,-78.5203
060103,Cospan,Cajamarca,Cajamarca,"7,882",558.79,-7.4264,-78.5433
060104,Chetilla,Cajamarca,Cajamarca,"4,319",73.94,-7.1461,-78.6714
060105,Encañada,Cajamarca,Cajamarca,"24,290",635.06,-7.0864,-78.3447
060106,Jesus,Cajamarca,Cajamarca,"14,742",267.78,-7.2456,-78.3778
060107,Los Baños del Inca,Cajamarca,Cajamarca,"43,401",276.4,-7.1617,-78.4633
060108,Llacanora,Cajamarca,Cajamarca,"5,404",49.42,-7.1928,-78.4269
060109,Magdalena,Cajamarca,Cajamarca,"9,689",215.38,-7.2508,-78.6564
060110,Matara,Cajamarca,Cajamarca,3542,59.74,-7.2564,-78.2636
060111,Namora,Cajamarca,Cajamarca,"10,740",180.69,-7.2017,-78.3247
060112,San Juan,Cajamarca,Cajamarca,"5,232",69.66,-7.2903,-78.4992
060201,Cajabamba,Cajabamba,Cajamarca,"30,798",192.29,-7.6222,-78.0472
060202,Cachachi,Cajabamba,Cajamarca,"26,990",820.81,-7.4494,-78.2703
060203,Condebamba,Cajabamba,Cajamarca,"14,006",204.6,-7.5736,-78.07
060205,Sitacocha,Cajabamba,Cajamarca,"8,910",589.94,-7.5211,-77.9714
060301,Celendin,Celendin,Cajamarca,"28,319",409,-6.8681,-78.1489
060302,Cortegana,Celendin,Cajamarca,"8,878",233.31,-6.4906,-78.3036
060303,Chumuch,Celendin,Cajamarca,"3,198",196.3,-6.6033,-78.2033
060304,Huasmin,Celendin,Cajamarca,"13,621",437.5,-6.8386,-78.2431
060305,Jorge Chavez,Celendin,Cajamarca,593,53.34,-6.9414,-78.0914
060306,Jose Galvez,Celendin,Cajamarca,"2,497",58.01,-6.9253,-78.1328
060307,Miguel Iglesias,Celendin,Cajamarca,"5,613",235.73,-6.6439,-78.2381
060308,Oxamarca,Celendin,Cajamarca,"6,977",292.52,-7.0397,-78.0725
060309,Sorochuco,Celendin,Cajamarca,"9,881",170.02,-6.9103,-78.2553
060310,Sucre,Celendin,Cajamarca,"6,085",270.98,-6.9408,-78.1369
060311,Utco,Celendin,Cajamarca,"1,417",100.79,-6.8964,-78.0639
060312,La Libertad de Pallan,Celendin,Cajamarca,"9,101",184.09,-6.7269,-78.2908
060401,Contumaza,Contumaza,Cajamarca,"8,461",358.28,-7.3653,-78.8064
060403,Chilete,Contumaza,Cajamarca,"2,733",133.94,-7.2222,-78.8406
060404,Guzmango,Contumaza,Cajamarca,"3,146",49.88,-7.3842,-78.8981
060405,San Benito,Contumaza,Cajamarca,"3,845",486.55,-7.4247,-78.9292
060406,Cupisnique,Contumaza,Cajamarca,"1,457",280.2,-7.3492,-79.0297
060407,Tantarica,Contumaza,Cajamarca,"3,303",149.7,-7.3006,-78.9353
060408,Yonan,Contumaza,Cajamarca,"7,907",547.25,-7.2536,-79.13
060409,Santa Cruz de Toled,Contumaza,Cajamarca,"1,044",64.53,-7.3436,-78.8403
060501,Cutervo,Cutervo,Cajamarca,"56,382",422.27,-6.3794,-78.8206
060502,Callayuc,Cutervo,Cajamarca,"10,280",316.05,-6.1764,-78.9047
060503,Cujillo,Cutervo,Cajamarca,"3,040",108.93,-6.1072,-78.5725
060504,Choros,Cutervo,Cajamarca,"3,595",276.96,-5.9008,-78.6967
060505,La Ramada,Cutervo,Cajamarca,"4,862",30.27,-6.2172,-78.5547
060506,Pimpingos,Cutervo,Cajamarca,"5,697",186.04,-6.0622,-78.7575
060507,Querocotillo,Cutervo,Cajamarca,"17,001",697.1,-6.2747,-79.0369
060508,San Andres de Cutervo,Cutervo,Cajamarca,"5,240",133.4,-6.2364,-78.7111
060509,San Juan de Cutervo,Cutervo,Cajamarca,1981,60.87,-6.1747,-78.6011
060510,San Luis de Lucma,Cutervo,Cajamarca,"4,042",109.74,-6.2956,-78.6056
060511,Santa Cruz,Cutervo,Cajamarca,"2,889",128,-6.0964,-78.8547
060512,Santo Domingo de La Capilla,Cutervo,Cajamarca,"5,649",103.74,-6.245,-78.8578
060513,Santo Tomas,Cutervo,Cajamarca,"7,931",279.61,-6.1544,-78.6908
060514,Socota,Cutervo,Cajamarca,"10,720",134.83,-6.3158,-78.7014
060515,Toribio Casanova,Cutervo,Cajamarca,"1,262",40.65,-6.0069,-78.6997
060601,Chota,Chota,Cajamarca,"48,903",261.75,-6.5631,-78.6508
060602,Anguia,Chota,Cajamarca,"4,296",123.01,-6.3422,-78.605
060603,Cochabamba,Chota,Cajamarca,"6,401",130.01,-6.4731,-78.8878
060604,Conchan,Chota,Cajamarca,7060,180.23,-6.4444,-78.6572
060605,Chadin,Chota,Cajamarca,"4,104",66.53,-6.4731,-78.4197
060606,Chiguirip,Chota,Cajamarca,"4,663",51.44,-6.4286,-78.7192
060607,Chimban,Chota,Cajamarca,"3,684",198.99,-6.2567,-78.4786
060608,Huambos,Chota,Cajamarca,"9,490",240.72,-6.4522,-78.9639
060609,Lajas,Chota,Cajamarca,12505,120.73,-6.5617,-78.7389
060610,Llama,Chota,Cajamarca,8037,494.94,-6.5144,-79.1197
060611,Miracosta,Chota,Cajamarca,"3,924",415.69,-6.4053,-79.2831
060612,Paccha,Chota,Cajamarca,"5,335",93.97,-6.5022,-78.4211
060613,Pion,Chota,Cajamarca,"1,566",141.05,-6.1783,-78.4817
060614,Querocoto,Chota,Cajamarca,"8,918",301.07,-6.3586,-79.0356
060615,Tacabamba,Chota,Cajamarca,"20,132",196.25,-6.3931,-78.6125
060616,Tocmoche,Chota,Cajamarca,993,222.38,-6.4125,-79.3606
060617,San Juan de Licupis,Chota,Cajamarca,969,205.01,-6.4244,-79.2414
060618,Choropampa,Chota,Cajamarca,"2,553",171.59,-6.4372,-78.3503
060619,Chalamarca,Chota,Cajamarca,"11,274",179.74,-6.4889,-78.4689
060701,Bambamarca,Hualgayoc,Cajamarca,"82,744",451.38,-6.6786,-78.5242
060702,Chugur,Hualgayoc,Cajamarca,"3,601",99.6,-6.6711,-78.7397
060703,Hualgayoc,Hualgayoc,Cajamarca,"16,979",226.17,-6.7656,-78.6119
060801,Jaen,Jaen,Cajamarca,"101,726",537.25,-5.7106,-78.8117
060802,Bellavista,Jaen,Cajamarca,"15,310",870.55,-5.6664,-78.6786
060803,Colasay,Jaen,Cajamarca,"10,447",735.73,-5.9786,-79.0689
060804,Chontali,Jaen,Cajamarca,"10,232",428.55,-5.6458,-79.0878
060805,Pomahuaca,Jaen,Cajamarca,"10,190",732.8,-5.9322,-79.2289
060806,Pucara,Jaen,Cajamarca,"7,703",240.3,-6.0414,-79.1283
060807,Sallique,Jaen,Cajamarca,"8,730",373.89,-5.6569,-79.315
060808,San Felipe,Jaen,Cajamarca,"6,266",255.49,-5.7697,-79.3136
060809,San Jose del Alto,Jaen,Cajamarca,"7,209",634.11,-5.3908,-79.0539
060810,Santa Rosa,Jaen,Cajamarca,"11,363",282.8,-5.4358,-78.5644
060811,Las Pirias,Jaen,Cajamarca,4009,60.41,-5.6269,-78.8533
060812,Huabal,Jaen,Cajamarca,"6,956",80.69,-5.6133,-78.9122
060901,Santa Cruz,Santa Cruz,Cajamarca,"12,431",102.51,-6.6267,-78.9464
060902,Catache,Santa Cruz,Cajamarca,"10,048",609.16,-6.6753,-79.0325
060903,Chancaybaños,Santa Cruz,Cajamarca,3899,120.04,-6.5764,-78.8681
060904,La Esperanza,Santa Cruz,Cajamarca,"2,560",59.7,-6.5931,-78.895
060905,Ninabamba,Santa Cruz,Cajamarca,2759,60.04,-6.6497,-78.7894
060906,Pulan,Santa Cruz,Cajamarca,4438,155.67,-6.7397,-78.9231
060907,Sexi,Santa Cruz,Cajamarca,571,192.87,-6.5636,-79.0514
060908,Uticyacu,Santa Cruz,Cajamarca,"1,606",43.38,-6.6064,-78.7972
060909,Yauyucan,Santa Cruz,Cajamarca,"3,610",35.37,-6.6783,-78.82
060910,Andabamba,Santa Cruz,Cajamarca,"1,494",7.61,-6.6628,-78.8194
060911,Saucepampa,Santa Cruz,Cajamarca,"1,848",31.58,-6.6928,-78.9183
061001,San Miguel,San Miguel,Cajamarca,"15,894",368.26,-6.9997,-78.8536
061002,Calquis,San Miguel,Cajamarca,"4,425",339,-6.9797,-78.8522
061003,La Florida,San Miguel,Cajamarca,"2,157",61.33,-6.8683,-79.1231
061004,Llapa,San Miguel,Cajamarca,"6,086",132.68,-6.9786,-78.8072
061005,Nanchoc,San Miguel,Cajamarca,"1,550",358.94,-6.9583,-79.2419
061006,Niepos,San Miguel,Cajamarca,"4,001",158.88,-6.9272,-79.1283
061007,San Gregorio,San Miguel,Cajamarca,2263,308.05,-7.0575,-79.0956
061008,San Silvestre de Cochan,San Miguel,Cajamarca,4449,131.62,-6.9778,-78.775
061009,El Prado,San Miguel,Cajamarca,"1,300",71.44,-7.0339,-79.0111
061010,Union Agua Blanca,San Miguel,Cajamarca,"3,577",171.71,-7.0447,-79.06
061011,Tongod,San Miguel,Cajamarca,"4,900",163.89,-6.7631,-78.8236
061012,Catilluc,San Miguel,Cajamarca,"3,495",197.31,-6.7994,-78.7906
061013,Bolivar,San Miguel,Cajamarca,"1,462",78.97,-6.9772,-79.1789
061101,San Ignacio,San Ignacio,Cajamarca,"37,862",381.88,-5.1403,-79.0003
061102,Chirinos,San Ignacio,Cajamarca,"14,355",351.91,-5.3028,-78.8983
061103,Huarango,San Ignacio,Cajamarca,"20,589",922.35,-5.2706,-78.7753
061104,Namballe,San Ignacio,Cajamarca,"11,717",663.51,-5.0089,-79.0856
061105,La Coipa,San Ignacio,Cajamarca,"21,056",376.09,-5.3933,-78.9044
061106,San Jose de Lourdes,San Ignacio,Cajamarca,"22,147","1,482.75",-5.1025,-78.9139
061107,Tabaconas,San Ignacio,Cajamarca,"22,002",798.59,-5.3164,-79.2833
061201,Pedro Galvez,San Marcos,Cajamarca,"21,549",238.74,-7.3361,-78.1728
061202,Ichocan,San Marcos,Cajamarca,"1,624",76.11,-7.3669,-78.1283
061203,Gregorio Pita,San Marcos,Cajamarca,"6,666",212.81,-7.2725,-78.1594
061204,Jose Manuel Quiroz,San Marcos,Cajamarca,"3,961",115.42,-7.3472,-78.0467
061205,Eduardo Villanueva,San Marcos,Cajamarca,"2,288",63.13,-7.4636,-78.1297
061206,Jose Sabogal,San Marcos,Cajamarca,"15,303",594.31,-7.2833,-78.0167
061207,Chancay,San Marcos,Cajamarca,"3,337",61.8,-7.3858,-78.1264
061301,San Pablo,San Pablo,Cajamarca,"13,586",197.92,-7.1181,-78.8231
061302,San Bernardino,San Pablo,Cajamarca,4830,167.12,-7.1681,-78.8311
061303,San Luis,San Pablo,Cajamarca,"1,255",42.88,-7.1583,-78.87
061304,Tumbaden,San Pablo,Cajamarca,"3,590",264.37,-7.0203,-78.7403
070101,Cusco,Cusco,Cusco,"121,667",116.22,-13.5153,-71.98
070102,Ccorca,Cusco,Cusco,"2,483",188.56,-13.5842,-72.0594
070103,Poroy,Cusco,Cusco,"8,020",14.96,-13.4969,-72.0425
070104,San Jeronimo,Cusco,Cusco,"48,224",103.34,-13.5439,-71.8872
070105,San Sebastian,Cusco,Cusco,"118,312",89.44,-13.5311,-71.9333
070106,Santiago,Cusco,Cusco,"91,838",69.72,-13.5272,-71.9842
070107,Saylla,Cusco,Cusco,"5,599",28.38,-13.5703,-71.8264
070108,Wanchaq,Cusco,Cusco,"65,188",6.38,-13.5253,-71.9656
070201,Acomayo,Acomayo,Cusco,"5,627",141.27,-13.9189,-71.685
070202,Acopia,Acomayo,Cusco,2336,91.72,-14.0581,-71.4931
070203,Acos,Acomayo,Cusco,"2,286",137.55,-13.9506,-71.7383
070204,Pomacanchi,Acomayo,Cusco,"9,092",275.56,-14.035,-71.5714
070205,Rondocan,Acomayo,Cusco,"2,281",180.22,-13.7786,-71.7822
070206,Sangarara,Acomayo,Cusco,"3,733",78.29,-13.9475,-71.6031
070207,Mosoc Llacta,Acomayo,Cusco,"2,321",43.61,-14.1203,-71.4733
070301,Anta,Anta,Cusco,"16,833",202.58,-13.4636,-72.1469
070302,Chinchaypujio,Anta,Cusco,"4,434",390.58,-13.6294,-72.2339
070303,Huarocondo,Anta,Cusco,"5,875",228.62,-13.4131,-72.2086
070304,Limatambo,Anta,Cusco,"9,813",512.92,-13.4808,-72.4458
070305,Mollepata,Anta,Cusco,"2,674",284.48,-13.5078,-72.5353
070306,Pucyura,Anta,Cusco,"4,242",37.75,-13.4803,-72.1119
070307,Zurite,Anta,Cusco,"3,714",52.33,-13.4556,-72.2558
070308,Cachimayo,Anta,Cusco,"2,274",43.28,-13.4775,-72.0728
070309,Ancahuasi,Anta,Cusco,"7,015",123.58,-13.4575,-72.2944
070401,Calca,Calca,Cusco,"23,824",311.01,-13.3231,-71.9578
070402,Coya,Calca,Cusco,"4,034",71.43,-13.3867,-71.9011
070403,Lamay,Calca,Cusco,"5,821",94.22,-13.3642,-71.9228
070404,Lares,Calca,Cusco,"7,227",527.26,-13.1058,-72.0472
070405,Pisac,Calca,Cusco,"10,285",148.25,-13.4217,-71.85
070406,San Salvador,Calca,Cusco,"5,674",128.07,-13.4936,-71.78
070407,Taray,Calca,Cusco,"4,745",53.78,-13.4278,-71.8689
070408,Yanatile,Calca,Cusco,"13,588","3,080.47",-12.7008,-72.2322
070501,Yanaoca,Canas,Cusco,"10,178",292.97,-14.22,-71.4317
070502,Checca,Canas,Cusco,"6,315",503.76,-14.4733,-71.3964
070503,Kunturkanki,Canas,Cusco,"5,781",376.19,-14.5331,-71.3064
070504,Langui,Canas,Cusco,"2,567",187.1,-14.4317,-71.2744
070505,Layo,Canas,Cusco,"6,447",452.56,-14.4942,-71.1556
070506,Pampamarca,Canas,Cusco,"2,075",29.91,-14.1453,-71.4603
070507,Quehue,Canas,Cusco,"3,578",143.46,-14.38,-71.455
070508,Tupac Amaru,Canas,Cusco,"2,961",117.81,-14.165,-71.4794
070601,Sicuani,Canchis,Cusco,"60,903",645.88,-14.2711,-71.2289
070602,Combapata,Canchis,Cusco,"5,432",182.5,-14.1008,-71.4308
070603,Checacupe,Canchis,Cusco,"4,984",962.34,-14.0267,-71.4533
070604,Marangani,Canchis,Cusco,"11,287",432.65,-14.3564,-71.1683
070605,Pitumarca,Canchis,Cusco,"7,616","1,117.54",-13.9778,-71.4147
070606,San Pablo,Canchis,Cusco,"4,557",524.06,-14.2033,-71.3178
070607,San Pedro,Canchis,Cusco,"2,773",54.91,-14.1867,-71.3422
070608,Tinta,Canchis,Cusco,"5,642",79.39,-14.1447,-71.4067
070701,Santo Tomas,Chumbivilcas,Cusco,"26,992","1,924.08",-14.4503,-72.0833
070702,Capacmarca,Chumbivilcas,Cusco,"4,620",271.81,-14.0078,-72.0008
070703,Colquemarca,Chumbivilcas,Cusco,8630,449.49,-14.2839,-72.0411
070704,Chamaca,Chumbivilcas,Cusco,"8,971",674.19,-14.3028,-71.855
070705,Livitaca,Chumbivilcas,Cusco,13526,758.2,-14.3131,-71.6892
070706,Llusco,Chumbivilcas,Cusco,"7,173",315.42,-14.3383,-72.1144
070707,Quiñota,Chumbivilcas,Cusco,"4,990",221.05,-14.3114,-72.1389
070708,Velille,Chumbivilcas,Cusco,"8,580",756.84,-14.5106,-71.8864
070801,Espinar,Espinar,Cusco,"33,970",747.78,-14.7931,-71.4133
070802,Condoroma,Espinar,Cusco,"1,431",513.36,-15.3075,-71.1319
070803,Coporaque,Espinar,Cusco,"18,004","1,564.46",-14.7972,-71.5311
070804,Ocoruro,Espinar,Cusco,"1,588",353.15,-15.0522,-71.1292
070805,Pallpata,Espinar,Cusco,"5,593",815.56,-14.8894,-71.2103
070806,Pichigua,Espinar,Cusco,3629,288.76,-14.6786,-71.41
070807,Suyckutambo,Espinar,Cusco,2781,652.13,-15.0025,-71.6397
070808,Alto Pichigua,Espinar,Cusco,"3,171",375.89,-14.7789,-71.2542
070901,Santa Ana,La Convencion,Cusco,"35,206",359.4,-12.865,-72.6936
070902,Echarate,La Convencion,Cusco,"37,130","19,135.50",-12.7675,-72.5936
070903,Huayopata,La Convencion,Cusco,"4,539",524.02,-13.0075,-72.5569
070904,Maranura,La Convencion,Cusco,"5,949",150.3,-12.9619,-72.6653
070905,Ocobamba,La Convencion,Cusco,6852,840.93,-12.8706,-72.4489
070906,Santa Teresa,La Convencion,Cusco,"6,418","1,340.38",-13.1297,-72.5986
070907,Vilcabamba,La Convencion,Cusco,"13,869","3,318.86",-13.0514,-72.9436
070908,Quellouno,La Convencion,Cusco,"18,320",799.68,-12.6325,-72.5517
070909,Kimbiri,La Convencion,Cusco,"14,893",905.69,-12.6097,-73.7811
070910,Pichari,La Convencion,Cusco,"20,538",730.45,-12.5158,-73.8269
071001,Paruro,Paruro,Cusco,"3,400",153.42,-13.7617,-71.8478
071002,Accha,Paruro,Cusco,"3,839",244.75,-13.9681,-71.8322
071003,Ccapi,Paruro,Cusco,"3,749",334.85,-13.8533,-72.0803
071004,Colcha,Paruro,Cusco,"1,189",139.98,-13.8511,-71.8028
071005,Huanoquite,Paruro,Cusco,"5,700",362.67,-13.6828,-72.0147
071006,Omacha,Paruro,Cusco,"7,205",436.21,-14.0706,-71.7386
071007,Yaurisque,Paruro,Cusco,"2,522",90.8,-13.6639,-71.9214
071008,Paccaritambo,Paruro,Cusco,2076,142.61,-13.7558,-71.9564
071009,Pillpinto,Paruro,Cusco,"1,254",79.13,-13.9531,-71.7619
071101,Paucartambo,Paucartambo,Cusco,"13,491","1,079.23",-13.3189,-71.5997
071102,Caicay,Paucartambo,Cusco,"2,768",110.72,-13.5969,-71.6961
071103,Colquepata,Paucartambo,Cusco,"10,767",467.68,-13.3594,-71.6731
071104,Challabamba,Paucartambo,Cusco,"11,389",746.56,-13.2114,-71.6531
071105,Kosñipata,Paucartambo,Cusco,"5,692","3,745.68",-13.0025,-71.4225
071106,Huancarani,Paucartambo,Cusco,"7,774",145.14,-13.5033,-71.6539
071201,Urcos,Quispicanchi,Cusco,"9,412",134.65,-13.6883,-71.6258
071202,Andahuaylillas,Quispicanchi,Cusco,"5,558",84.6,-13.6733,-71.6767
071203,Camanti,Quispicanchi,Cusco,"2,094","3,174.93",-13.1936,-70.7478
071204,Ccarhuayo,Quispicanchi,Cusco,"3,173",313.89,-13.5947,-71.3994
071205,Ccatca,Quispicanchi,Cusco,"18,128",307.72,-13.6053,-71.5619
071206,Cusipata,Quispicanchi,Cusco,4795,248.03,-13.9083,-71.5
071207,Huaro,Quispicanchi,Cusco,"4,508",106.28,-13.6903,-71.6406
071208,Lucre,Quispicanchi,Cusco,"4,051",118.78,-13.6356,-71.7378
071209,Marcapata,Quispicanchi,Cusco,"4,533","1,687.91",-13.515,-70.9458
071210,Ocongate,Quispicanchi,Cusco,"15,889",952.66,-13.6286,-71.3864
071211,Oropesa,Quispicanchi,Cusco,"7,428",74.44,-13.5958,-71.7642
071212,Quiquijana,Quispicanchi,Cusco,"11,100",360.9,-13.8222,-71.5317
071301,Urubamba,Urubamba,Cusco,"21,424",128.28,-13.3061,-72.1161
071302,Chinchero,Urubamba,Cusco,"9,896",94.57,-13.3933,-72.0472
071303,Huayllabamba,Urubamba,Cusco,"5,332",102.47,-13.3386,-72.0644
071304,Machupicchu,Urubamba,Cusco,"8,471",271.44,-13.1533,-72.5242
071305,Maras,Urubamba,Cusco,"5,900",131.85,-13.3367,-72.1572
071306,Ollantaytambo,Urubamba,Cusco,"11,347",640.25,-13.2581,-72.2631
071307,Yucay,Urubamba,Cusco,"3,390",70.57,-13.3194,-72.0861
080101,Huancavelica,Huancavelica,Huancavelica,"41,284",514.1,-12.7869,-74.9756
080102,Acobambilla,Huancavelica,Huancavelica,4730,758.32,-12.6675,-75.3239
080103,Acoria,Huancavelica,Huancavelica,"37,509",535.1,-12.6433,-74.8664
080104,Conayca,Huancavelica,Huancavelica,"1,212",37.79,-12.5194,-75.0078
080105,Cuenca,Huancavelica,Huancavelica,"1,942",50.25,-12.4344,-75.0394
080106,Huachocolpa,Huancavelica,Huancavelica,"2,886",336.28,-13.0319,-74.9497
080108,Huayllahuara,Huancavelica,Huancavelica,724,38.8,-12.4072,-75.1797
080109,Izcuchaca,Huancavelica,Huancavelica,868,12.19,-12.5011,-74.9961
080110,Laria,Huancavelica,Huancavelica,"1,453",78.45,-12.5611,-75.0372
080111,Manta,Huancavelica,Huancavelica,"1,876",154.14,-12.6217,-75.2122
080112,Mariscal Caceres,Huancavelica,Huancavelica,"1,058",5.63,-12.5356,-74.9336
080113,Moya,Huancavelica,Huancavelica,"2,539",94.08,-12.4231,-75.1539
080114,Nuevo Occoro,Huancavelica,Huancavelica,"2,728",211.56,-12.595,-75.02
080115,Palca,Huancavelica,Huancavelica,"3,214",82.08,-12.6589,-74.9833
080116,Pilchaca,Huancavelica,Huancavelica,487,42.97,-12.4019,-75.0839
080117,Vilca,Huancavelica,Huancavelica,"3,060",317.76,-12.4786,-75.1867
080118,Yauli,Huancavelica,Huancavelica,"34,557",319.92,-12.7731,-74.8506
080119,Ascension,Huancavelica,Huancavelica,"12,711",432.24,-12.7842,-74.9806
080120,Huando,Huancavelica,Huancavelica,"7,695",193.9,-12.5653,-74.9469
080201,Acobamba,Acobamba,Huancavelica,"10,258",123.02,-12.8406,-74.5692
080202,Anta,Acobamba,Huancavelica,"9,711",91.36,-12.8139,-74.6364
080203,Andabamba,Acobamba,Huancavelica,"5,758",81.85,-12.6953,-74.6242
080204,Caja,Acobamba,Huancavelica,"2,837",82.39,-12.9183,-74.465
080205,Marcas,Acobamba,Huancavelica,"2,402",155.87,-12.8894,-74.3994
080206,Paucara,Acobamba,Huancavelica,38507,225.6,-12.7303,-74.6694
080207,Pomacocha,Acobamba,Huancavelica,"3,941",53.66,-12.8733,-74.5306
080208,Rosario,Acobamba,Huancavelica,"7,985",97.07,-12.7214,-74.5811
080301,Lircay,Angaraes,Huancavelica,"25,333",818.84,-12.9842,-74.7203
080302,Anchonga,Angaraes,Huancavelica,"8,216",72.4,-12.9122,-74.6922
080303,Callanmarca,Angaraes,Huancavelica,757,26.02,-12.8678,-74.6228
080304,Congalla,Angaraes,Huancavelica,"4,165",215.64,-12.9564,-74.4928
080305,Chincho,Angaraes,Huancavelica,"3,578",182.7,-12.9783,-74.3689
080306,Huayllay Grande,Angaraes,Huancavelica,"2,240",33.28,-12.9417,-74.7011
080307,Huanca-Huanca,Angaraes,Huancavelica,"1,773",109.96,-12.9172,-74.6106
080308,Julcamarca,Angaraes,Huancavelica,"1,801",48.61,-13.015,-74.4453
080309,San Antonio de Antaparco,Angaraes,Huancavelica,7834,33.42,-13.0775,-74.4119
080310,Santo Tomas de Pata,Angaraes,Huancavelica,"2,735",133.57,-13.1136,-74.4233
080311,Secclla,Angaraes,Huancavelica,"3,885",167.99,-13.0533,-74.4833
080312,Ccochaccasa,Angaraes,Huancavelica,"2,665",116.6,-12.9311,-74.7697
080401,Castrovirreyna,Castrovirreyna,Huancavelica,"3,265",937.94,-13.2825,-75.3175
080402,Arma,Castrovirreyna,Huancavelica,"1,439",304.85,-13.1256,-75.5419
080403,Aurahua,Castrovirreyna,Huancavelica,"2,275",360.97,-13.035,-75.5708
080405,Capillas,Castrovirreyna,Huancavelica,"1,452",397.95,-13.2931,-75.5425
080406,Cocas,Castrovirreyna,Huancavelica,916,87.95,-13.2758,-75.3733
080408,Chupamarca,Castrovirreyna,Huancavelica,"1,233",373.78,-13.0383,-75.6097
080409,Huachos,Castrovirreyna,Huancavelica,"1,676",172.01,-13.22,-75.5328
080410,Huamatambo,Castrovirreyna,Huancavelica,379,54.16,-13.0961,-75.6806
080414,Mollepampa,Castrovirreyna,Huancavelica,"1,695",165.65,-13.31,-75.4092
080422,San Juan,Castrovirreyna,Huancavelica,440,207.25,-13.2039,-75.6342
080427,Tantara,Castrovirreyna,Huancavelica,717,113.01,-13.0756,-75.6475
080428,Ticrapo,Castrovirreyna,Huancavelica,1598,187,-13.3844,-75.4319
080429,Santa Ana,Castrovirreyna,Huancavelica,2195,622.1,-13.0719,-75.1403
080501,Pampas,Tayacaja,Huancavelica,"9,335",109.07,-12.3956,-74.8672
080502,Acostambo,Tayacaja,Huancavelica,"4,110",168.06,-12.3653,-75.0572
080503,Acraquia,Tayacaja,Huancavelica,"5,014",110.27,-12.4097,-74.9031
080504,Ahuaycha,Tayacaja,Huancavelica,"5,619",90.96,-12.4081,-74.8919
080506,Colcabamba,Tayacaja,Huancavelica,"12,376",312.18,-12.4114,-74.6814
080509,Daniel Hernandez,Tayacaja,Huancavelica,"10,381",106.92,-12.3936,-74.8625
